file_id,company,from_rel,to_rel,disposition,bucket,renamed,reason,ok
F00552,CaliCat (H2U),2022 H2U Data Room B2/Taxes/2022 Taxes/2022 W2/US_W-2_Employer_Copy_Jaffe-Lewis_Steven_7757869435669125.pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/US_W-2_Employer_Copy_Jaffe-Lewis_Steven_7757869435669125.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00553,CaliCat (H2U),2022 H2U Data Room B2/Taxes/2022 Taxes/2022 W2/US_W-2_Employer_Copy_Jin_Jian_7757869435250527.pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/US_W-2_Employer_Copy_Jin_Jian_7757869435250527.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00554,CaliCat (H2U),2022 H2U Data Room B2/Taxes/2022 Taxes/2022 W2/US_W-2_Employer_Copy_Kanady_Jacob_7757869436576626.pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/US_W-2_Employer_Copy_Kanady_Jacob_7757869436576626.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00555,CaliCat (H2U),2022 H2U Data Room B2/Taxes/2022 Taxes/2022 W2/US_W-2_Employer_Copy_Lichterman_Michael_7757869435632232.pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/US_W-2_Employer_Copy_Lichterman_Michael_7757869435632232.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00556,CaliCat (H2U),2022 H2U Data Room B2/Taxes/2022 Taxes/2022 W2/US_W-2_Employer_Copy_Lin_Charlie_7757869436173585.pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/US_W-2_Employer_Copy_Lin_Charlie_7757869436173585.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00557,CaliCat (H2U),2022 H2U Data Room B2/Taxes/2022 Taxes/2022 W2/US_W-2_Employer_Copy_Liotta_Andrew_7757869437153563.pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/US_W-2_Employer_Copy_Liotta_Andrew_7757869437153563.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00558,CaliCat (H2U),2022 H2U Data Room B2/Taxes/2022 Taxes/2022 W2/US_W-2_Employer_Copy_Maharaj_Anita_7757869435250532.pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/US_W-2_Employer_Copy_Maharaj_Anita_7757869435250532.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00559,CaliCat (H2U),2022 H2U Data Room B2/Taxes/2022 Taxes/2022 W2/US_W-2_Employer_Copy_Mazza_Michael_7757869435419135.pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/US_W-2_Employer_Copy_Mazza_Michael_7757869435419135.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00560,CaliCat (H2U),2022 H2U Data Room B2/Taxes/2022 Taxes/2022 W2/US_W-2_Employer_Copy_McGough_Mark_7757869435676316.pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/US_W-2_Employer_Copy_McGough_Mark_7757869435676316.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00561,CaliCat (H2U),2022 H2U Data Room B2/Taxes/2022 Taxes/2022 W2/US_W-2_Employer_Copy_Rinaldi_Katherine_7757869435410204.pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/US_W-2_Employer_Copy_Rinaldi_Katherine_7757869435410204.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00562,CaliCat (H2U),2022 H2U Data Room B2/Taxes/2022 Taxes/2022 W2/US_W-2_Employer_Copy_Sookezian_Arvin_7757869435465917.pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/US_W-2_Employer_Copy_Sookezian_Arvin_7757869435465917.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00563,CaliCat (H2U),2022 H2U Data Room B2/Taxes/2022 Taxes/2022 W2/US_W-2_Employer_Copy_Wang_Jun_7757869435368789.pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/US_W-2_Employer_Copy_Wang_Jun_7757869435368789.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00564,CaliCat (H2U),2022 H2U Data Room B2/Taxes/2022 Taxes/2022 W2/US_W-2_Employer_Copy_Wollenberg_STEPHEN_7757869435250522.pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/US_W-2_Employer_Copy_Wollenberg_STEPHEN_7757869435250522.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00565,CaliCat (H2U),2022 H2U Data Room B2/Taxes/2022 Taxes/2022 W2/US_W-2_Fuller_Angela_7757869436155292.pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/US_W-2_Fuller_Angela_7757869436155292.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00566,CaliCat (H2U),2022 H2U Data Room B2/Taxes/2022 Taxes/2022 W2/US_W-2_Giovinazzo_Cherish_7757869436806085.pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/US_W-2_Giovinazzo_Cherish_7757869436806085.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00567,CaliCat (H2U),2022 H2U Data Room B2/Taxes/2022 Taxes/2022 W2/US_W-2_Jaffe-Lewis_Steven_7757869435669125.pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/US_W-2_Jaffe-Lewis_Steven_7757869435669125.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00568,CaliCat (H2U),2022 H2U Data Room B2/Taxes/2022 Taxes/2022 W2/US_W-2_Jin_Jian_7757869435250527.pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/US_W-2_Jin_Jian_7757869435250527.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00569,CaliCat (H2U),2022 H2U Data Room B2/Taxes/2022 Taxes/2022 W2/US_W-2_Kanady_Jacob_7757869436576626.pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/US_W-2_Kanady_Jacob_7757869436576626.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00570,CaliCat (H2U),2022 H2U Data Room B2/Taxes/2022 Taxes/2022 W2/US_W-2_Lichterman_Michael_7757869435632232.pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/US_W-2_Lichterman_Michael_7757869435632232.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00571,CaliCat (H2U),2022 H2U Data Room B2/Taxes/2022 Taxes/2022 W2/US_W-2_Lin_Charlie_7757869436173585.pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/US_W-2_Lin_Charlie_7757869436173585.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00572,CaliCat (H2U),2022 H2U Data Room B2/Taxes/2022 Taxes/2022 W2/US_W-2_Liotta_Andrew_7757869437153563.pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/US_W-2_Liotta_Andrew_7757869437153563.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00573,CaliCat (H2U),2022 H2U Data Room B2/Taxes/2022 Taxes/2022 W2/US_W-2_Maharaj_Anita_7757869435250532.pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/US_W-2_Maharaj_Anita_7757869435250532.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00574,CaliCat (H2U),2022 H2U Data Room B2/Taxes/2022 Taxes/2022 W2/US_W-2_Mazza_Michael_7757869435419135.pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/US_W-2_Mazza_Michael_7757869435419135.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00575,CaliCat (H2U),2022 H2U Data Room B2/Taxes/2022 Taxes/2022 W2/US_W-2_McGough_Mark_7757869435676316.pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/US_W-2_McGough_Mark_7757869435676316.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00576,CaliCat (H2U),2022 H2U Data Room B2/Taxes/2022 Taxes/2022 W2/US_W-2_Rinaldi_Katherine_7757869435410204.pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/US_W-2_Rinaldi_Katherine_7757869435410204.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00577,CaliCat (H2U),2022 H2U Data Room B2/Taxes/2022 Taxes/2022 W2/US_W-2_Sookezian_Arvin_7757869435465917.pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/US_W-2_Sookezian_Arvin_7757869435465917.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00578,CaliCat (H2U),2022 H2U Data Room B2/Taxes/2022 Taxes/2022 W2/US_W-2_Wang_Jun_7757869435368789.pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/US_W-2_Wang_Jun_7757869435368789.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00579,CaliCat (H2U),2022 H2U Data Room B2/Taxes/2022 Taxes/2022 W2/US_W-2_Wollenberg_STEPHEN_7757869435250522.pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/US_W-2_Wollenberg_STEPHEN_7757869435250522.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00580,CaliCat (H2U),"2022 H2U Data Room B2/Taxes/2022 Taxes/2022 W2/US_W-3_H2U Technologies, Inc.pdf","COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/US_W-3_H2U Technologies, Inc.pdf",PLACED,10 Technical & Diligence,False,moved,True
F00581,CaliCat (H2U),2022 H2U Data Room B2/Taxes/Partial Sales Tax exclusion/signed Partial Exemption Certificate for Manufacturing and Reseach & Development Equipment.PDF,COMPANIES/CaliCat (H2U)/09_Commercial_and_Customers/signed Partial Exemption Certificate for Manufacturing and Reseach & Development Equipment.PDF,PLACED,09 Commercial & Customers,False,moved,True
F00582,CaliCat (H2U),2022 H2U Data Room B2/Taxes/R&D Tax credit/2022 PR.xlsx,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/2022 PR.xlsx,PLACED,10 Technical & Diligence,False,moved,True
F00583,CaliCat (H2U),2022 H2U Data Room B2/Taxes/R&D Tax credit/2022 R&D Tax credit GL.xls,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/2022 R&D Tax credit GL.xls,PLACED,10 Technical & Diligence,False,moved,True
F00584,CaliCat (H2U),2022 H2U Data Room B2/Taxes/R&D Tax credit/H2U Technologies_2021_R_D Credit_Info Request.pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/H2U Technologies_2021_R_D Credit_Info Request__F00584.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00585,CaliCat (H2U),2022 H2U Data Room B2/Taxes/R&D Tax credit/Mutual NDA - H2U NB Signed.pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/Mutual NDA - H2U NB Signed__F00585.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00586,CaliCat (H2U),2022 H2U Data Room B2/Taxes/R&D Tax credit/RE_ 2021 income return filing_ R and D specialist.msg,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/RE_ 2021 income return filing_ R and D specialist__F00586.msg,PLACED,10 Technical & Diligence,False,moved,True
F00587,CaliCat (H2U),2022 H2U Data Room B2/Taxes/R&D Tax credit/payroll_data_export_h2u-technologies-inc_2022_2023-01-16T15_25_33-08_00.xlsx,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/payroll_data_export_h2u-technologies-inc_2022_2023-01-16T15_25_33-08_00.xlsx,PLACED,10 Technical & Diligence,False,moved,True
F00588,CaliCat (H2U),2022 H2U Data Room B2/Taxes/R&D Tax credit/Gusto/Gusto R&D Analysis_ Onboarding Instructions.msg,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/Gusto R&D Analysis_ Onboarding Instructions.msg,PLACED,10 Technical & Diligence,False,moved,True
F00589,CaliCat (H2U),"2022 H2U Data Room B2/Taxes/R&D Tax credit/Gusto/H2U_Technologies,_In - TY Credit Forms (1).zip","COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/H2U_Technologies,_In - TY Credit Forms (1).zip",PLACED,10 Technical & Diligence,False,moved,True
F00590,CaliCat (H2U),"2022 H2U Data Room B2/Taxes/R&D Tax credit/Gusto/H2U_Technologies,_In - TY Credit Forms.zip","COMPANIES/CaliCat (H2U)/14_Historical_Superseded/H2U_Technologies,_In - TY Credit Forms.zip",SUPERSEDED,14 Historical / Superseded,False,moved,True
F00591,CaliCat (H2U),"2022 H2U Data Room B2/Taxes/R&D Tax credit/Gusto/H2U_Technologies,_In - TY Credit Forms/H2U_Technologies,_In - TY2022 C Corporations Research and Development Tax Credit Filing Information.pdf","COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/H2U_Technologies,_In - TY2022 C Corporations Research and Development Tax Credit Filing Information.pdf",PLACED,10 Technical & Diligence,False,moved,True
F00592,CaliCat (H2U),"2022 H2U Data Room B2/Taxes/R&D Tax credit/Gusto/H2U_Technologies,_In - TY Credit Forms/H2U_Technologies,_In - TY2022 Company Overview.pdf","COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/H2U_Technologies,_In - TY2022 Company Overview.pdf",PLACED,10 Technical & Diligence,False,moved,True
F00593,CaliCat (H2U),"2022 H2U Data Room B2/Taxes/R&D Tax credit/Gusto/H2U_Technologies,_In - TY Credit Forms/H2U_Technologies,_In - TY2022 Enhanced Documentation Packet Guidelines.pdf","COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/H2U_Technologies,_In - TY2022 Enhanced Documentation Packet Guidelines.pdf",PLACED,10 Technical & Diligence,False,moved,True
F00594,CaliCat (H2U),"2022 H2U Data Room B2/Taxes/R&D Tax credit/Gusto/H2U_Technologies,_In - TY Credit Forms/H2U_Technologies,_In - TY2022 Form 3523.pdf","COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/H2U_Technologies,_In - TY2022 Form 3523.pdf",PLACED,10 Technical & Diligence,False,moved,True
F00595,CaliCat (H2U),"2022 H2U Data Room B2/Taxes/R&D Tax credit/Gusto/H2U_Technologies,_In - TY Credit Forms/H2U_Technologies,_In - TY2022 Form 6765.pdf","COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/H2U_Technologies,_In - TY2022 Form 6765.pdf",PLACED,10 Technical & Diligence,False,moved,True
F00596,CaliCat (H2U),"2022 H2U Data Room B2/Taxes/R&D Tax credit/Gusto/H2U_Technologies,_In - TY Credit Forms/H2U_Technologies,_In - TY2022 Methodology.pdf","COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/H2U_Technologies,_In - TY2022 Methodology.pdf",PLACED,10 Technical & Diligence,False,moved,True
F00597,CaliCat (H2U),"2022 H2U Data Room B2/Taxes/R&D Tax credit/Gusto/H2U_Technologies,_In - TY Credit Forms/H2U_Technologies,_In - TY2022 Product Development Process.pdf","COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/H2U_Technologies,_In - TY2022 Product Development Process.pdf",PLACED,10 Technical & Diligence,False,moved,True
F00598,CaliCat (H2U),"2022 H2U Data Room B2/Taxes/R&D Tax credit/Gusto/H2U_Technologies,_In - TY Credit Forms/H2U_Technologies,_In - TY2022 SAMPLE_Company Overview.pdf","COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/H2U_Technologies,_In - TY2022 SAMPLE_Company Overview.pdf",PLACED,10 Technical & Diligence,False,moved,True
F00599,CaliCat (H2U),"2022 H2U Data Room B2/Taxes/R&D Tax credit/Gusto/H2U_Technologies,_In - TY Credit Forms/H2U_Technologies,_In - TY2022 Software Development Process.pdf","COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/H2U_Technologies,_In - TY2022 Software Development Process.pdf",PLACED,10 Technical & Diligence,False,moved,True
F00600,CaliCat (H2U),"2022 H2U Data Room B2/Taxes/R&D Tax credit/Gusto/H2U_Technologies,_In - TY Credit Forms/H2U_Technologies,_In - TY2022 Study Service Report.pdf","COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/H2U_Technologies,_In - TY2022 Study Service Report.pdf",PLACED,10 Technical & Diligence,False,moved,True
F00601,CaliCat (H2U),"2022 H2U Data Room B2/Taxes/R&D Tax credit/Gusto/H2U_Technologies,_In - TY Credit Forms (1)/H2U_Technologies,_In - TY2021 Basic Documentation Packet Guidelines.pdf","COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/H2U_Technologies,_In - TY2021 Basic Documentation Packet Guidelines.pdf",PLACED,10 Technical & Diligence,False,moved,True
F00602,CaliCat (H2U),"2022 H2U Data Room B2/Taxes/R&D Tax credit/Gusto/H2U_Technologies,_In - TY Credit Forms (1)/H2U_Technologies,_In - TY2021 C Corporations Research and Development Tax Credit Filing Information.pdf","COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/H2U_Technologies,_In - TY2021 C Corporations Research and Development Tax Credit Filing Information.pdf",PLACED,10 Technical & Diligence,False,moved,True
F00603,CaliCat (H2U),"2022 H2U Data Room B2/Taxes/R&D Tax credit/Gusto/H2U_Technologies,_In - TY Credit Forms (1)/H2U_Technologies,_In - TY2021 Company Overview.pdf","COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/H2U_Technologies,_In - TY2021 Company Overview.pdf",PLACED,10 Technical & Diligence,False,moved,True
F00604,CaliCat (H2U),"2022 H2U Data Room B2/Taxes/R&D Tax credit/Gusto/H2U_Technologies,_In - TY Credit Forms (1)/H2U_Technologies,_In - TY2021 Form 3523.pdf","COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/H2U_Technologies,_In - TY2021 Form 3523.pdf",PLACED,10 Technical & Diligence,False,moved,True
F00605,CaliCat (H2U),"2022 H2U Data Room B2/Taxes/R&D Tax credit/Gusto/H2U_Technologies,_In - TY Credit Forms (1)/H2U_Technologies,_In - TY2021 Form 6765.pdf","COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/H2U_Technologies,_In - TY2021 Form 6765.pdf",PLACED,10 Technical & Diligence,False,moved,True
F00606,CaliCat (H2U),"2022 H2U Data Room B2/Taxes/R&D Tax credit/Gusto/H2U_Technologies,_In - TY Credit Forms (1)/H2U_Technologies,_In - TY2021 Methodology.pdf","COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/H2U_Technologies,_In - TY2021 Methodology.pdf",PLACED,10 Technical & Diligence,False,moved,True
F00607,CaliCat (H2U),"2022 H2U Data Room B2/Taxes/R&D Tax credit/Gusto/H2U_Technologies,_In - TY Credit Forms (1)/H2U_Technologies,_In - TY2021 Product Development Process.pdf","COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/H2U_Technologies,_In - TY2021 Product Development Process.pdf",PLACED,10 Technical & Diligence,False,moved,True
F00608,CaliCat (H2U),"2022 H2U Data Room B2/Taxes/R&D Tax credit/Gusto/H2U_Technologies,_In - TY Credit Forms (1)/H2U_Technologies,_In - TY2021 SAMPLE_Company Overview.pdf","COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/H2U_Technologies,_In - TY2021 SAMPLE_Company Overview.pdf",PLACED,10 Technical & Diligence,False,moved,True
F00609,CaliCat (H2U),"2022 H2U Data Room B2/Taxes/R&D Tax credit/Gusto/H2U_Technologies,_In - TY Credit Forms (1)/H2U_Technologies,_In - TY2021 Software Development Process.pdf","COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/H2U_Technologies,_In - TY2021 Software Development Process.pdf",PLACED,10 Technical & Diligence,False,moved,True
F00610,CaliCat (H2U),"2022 H2U Data Room B2/Taxes/R&D Tax credit/Gusto/H2U_Technologies,_In - TY Credit Forms (1)/H2U_Technologies,_In - TY2021 Study Service Report.pdf","COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/H2U_Technologies,_In - TY2021 Study Service Report.pdf",PLACED,10 Technical & Diligence,False,moved,True
F00611,CaliCat (H2U),2022 H2U Data Room B2/Technical Decks/Electrolyser slides.pptx,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/Electrolyser slides.pptx,PLACED,10 Technical & Diligence,False,moved,True
F00612,CaliCat (H2U),2022 H2U Data Room B2/Technical Decks/Levin_testing_Long_term_slides.pptx,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/Levin_testing_Long_term_slides.pptx,PLACED,10 Technical & Diligence,False,moved,True
F00613,CaliCat (H2U),2022 H2U Data Room B2/Technical Decks/RenewableHydrogenWebinar_v5.pptx,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/RenewableHydrogenWebinar_v5.pptx,PLACED,10 Technical & Diligence,False,moved,True
F00614,CaliCat (H2U),2022 H2U Data Room B2/Technical Decks/Rinaldi-et-al_EST2021_wind-solar-droughts-CA-benefits-long-term-storage(with supporting) (1).pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/Rinaldi-et-al_EST2021_wind-solar-droughts-CA-benefits-long-term-storage(with supporting) (1).pdf,PLACED,10 Technical & Diligence,False,moved,True
F00615,CaliCat (H2U),2022 H2U Data Room B2/published research/Dowling-et-al_Joule2020_long-duration-storage(w Supp).pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/Dowling-et-al_Joule2020_long-duration-storage(w Supp).pdf,PLACED,10 Technical & Diligence,False,moved,True
F00616,CaliCat (H2U),2022 H2U Data Room B2/published research/EES 10% PEC Solar hydrogen.pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/EES 10% PEC Solar hydrogen.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00617,CaliCat (H2U),2022 H2U Data Room B2/published research/HTE_AcidStableOERcatalysts_screening_2015.pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/HTE_AcidStableOERcatalysts_screening_2015.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00618,CaliCat (H2U),2022 H2U Data Room B2/published research/Mn-Sb catalyst.pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/Mn-Sb catalyst.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00619,CaliCat (H2U),2022 H2U Data Room B2/published research/MnSbOacid ACS Catalysis 2018 SI.pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/MnSbOacid ACS Catalysis 2018 SI.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00620,CaliCat (H2U),2022 H2U Data Room B2/published research/NiMnSbOx CER EES.pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/NiMnSbOx CER EES.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00621,CaliCat (H2U),2022 H2U Data Room B2/published research/NiMnSbOx CER SI EES.pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/NiMnSbOx CER SI EES.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00622,CaliCat (H2U),2022 H2U Data Room B2/published research/NiMnSbOx OER EES.pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/NiMnSbOx OER EES.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00623,CaliCat (H2U),2022 H2U Data Room B2/published research/NiMnSbOx OER SI EES.pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/NiMnSbOx OER SI EES.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00624,CaliCat (H2U),2022 H2U Data Room B2/published research/Principles of Electrolysis NSL.pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/Principles of Electrolysis NSL.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00625,CaliCat (H2U),2022 H2U Data Room B2/published research/Scanning Droplet Cell summary.pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/Scanning Droplet Cell summary.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00626,CaliCat (H2U),2022 H2U Data Room B2/published research/Science TiO2 protection.pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/Science TiO2 protection.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00627,CaliCat (H2U),2022 H2U Data Room B2/published research/Science solar progress NSL.pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/Science solar progress NSL.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00628,CaliCat (H2U),2022 H2U Data Room B2/published research/nature nanotech NSL.pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/nature nanotech NSL.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00629,CaliCat (H2U),2022 H2U Data Room B2/published research/nnano.2016.194.pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/nnano.2016.194.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00630,CaliCat (H2U),2022 H2U Data Room B2/published research/photocatalysts n lewis.pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/photocatalysts n lewis.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00631,CaliCat (H2U),2022 H2U Data Room B2/published research/CDE research paper/HTE_AcidStableOERcatalysts_screening_2015.pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/HTE_AcidStableOERcatalysts_screening_2015__F00631.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00632,CaliCat (H2U),2022 H2U Data Room B2/published research/CDE research paper/HTE_Bubble_Screening_2014.pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/HTE_Bubble_Screening_2014.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00633,CaliCat (H2U),2022 H2U Data Room B2/published research/CDE research paper/HTE_Combi-PVD_2015.pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/HTE_Combi-PVD_2015.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00634,CaliCat (H2U),2022 H2U Data Room B2/published research/CDE research paper/HTE_MnSbOacid_2018.pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/HTE_MnSbOacid_2018.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00635,CaliCat (H2U),2022 H2U Data Room B2/published research/CDE research paper/HTE_NiFeCoCe_ChemElectroChem_2014.pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/HTE_NiFeCoCe_ChemElectroChem_2014.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00636,CaliCat (H2U),2022 H2U Data Room B2/published research/CDE research paper/HTE_NiFeCoCe_EES_2014.pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/HTE_NiFeCoCe_EES_2014.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00637,CaliCat (H2U),2022 H2U Data Room B2/published research/CDE research paper/HTE_NiLaCoCe_ChemElectroChem_2014.pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/HTE_NiLaCoCe_ChemElectroChem_2014.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00638,CaliCat (H2U),2022 H2U Data Room B2/published research/CDE research paper/HTE_PET_stability_2015.pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/HTE_PET_stability_2015.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00639,CaliCat (H2U),2022 H2U Data Room B2/published research/CDE research paper/HTE_downselection_2015.pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/HTE_downselection_2015.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00640,CaliCat (H2U),2022 H2U Data Room B2/published research/CDE research paper/HTE_mapping_quantum_yield_2014.pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/HTE_mapping_quantum_yield_2014.pdf,PLACED,10 Technical & Diligence,False,moved,True
F00641,CaliCat (H2U),2022 H2U Data Room B2/published research/CDE research paper/HTE_oxynitrides_technique_2015.pdf,COMPANIES/CaliCat (H2U)/10_Technical_and_Diligence/HTE_oxynitrides_technique_2015.pdf,PLACED,10 Technical & Diligence,False,moved,True
